excerpt_id,article_id,title,file_path,excerpt_type,tags,para_start,para_end,text
A083-intro,A083,我把自己卖到了缅北。,data/articles/0083-我在缅北做诈骗.txt,主角亮相,现实反差|危机压身|主角亮相|人设亮相,5,5,我的四周挤满了人，白先生也站在我旁边认真地盯着电脑屏幕，几乎所有人都屏住呼吸。
A083-dialogue,A083,我把自己卖到了缅北。,data/articles/0083-我在缅北做诈骗.txt,高张力对白,现实反差|危机压身|高张力对白|人设亮相,22,22,【希哥，我错了，你再给我一次机会，求你了！】
A083-ending,A083,我把自己卖到了缅北。,data/articles/0083-我在缅北做诈骗.txt,结尾余韵,现实反差|危机压身|结尾余韵|人设亮相,408,410,"什么廉耻, 自尊, 身体，我统统都不在乎。
自始至终，我都很清楚, 自己想要的，究竟是什么。
真好，我终于和姐姐团聚了。"
A084-opening,A084,我流产不久后，霍泽屿再一次将筐子里的鸡蛋拿去接济洛萌。,data/articles/0084-绝爱后我风生水起.txt,开头钩子,都市婚恋|开头钩子|关系破裂|人设亮相,1,5,"我平静和他提了离婚。
他头一回慌张神，讷讷。
「臻臻，鸡蛋还会有的，以后，我再也不送了……」
我朝他摇头。
「我不是因为一筐鸡蛋，而是你忽视我的每一刻。」"
A084-intro,A084,我流产不久后，霍泽屿再一次将筐子里的鸡蛋拿去接济洛萌。,data/articles/0084-绝爱后我风生水起.txt,主角亮相,都市婚恋|主角亮相|关系破裂|人设亮相,1,1,我平静和他提了离婚。
A084-dialogue,A084,我流产不久后，霍泽屿再一次将筐子里的鸡蛋拿去接济洛萌。,data/articles/0084-绝爱后我风生水起.txt,高张力对白,都市婚恋|高张力对白|人设亮相,47,47,「对不起臻臻，我不知道你会早产，而且我一个星期前答应了带洛萌去游乐园……你能理解我的，对吗？」
A084-ending,A084,我流产不久后，霍泽屿再一次将筐子里的鸡蛋拿去接济洛萌。,data/articles/0084-绝爱后我风生水起.txt,结尾余韵,都市婚恋|结尾余韵|人设亮相,473,475,"渐渐地，我看见年轻时的覃臻臻，一脸娇羞地看着我, 对我说：
「你如果对我不好，我就会离开你。」
对不起呀臻臻，我是个混蛋。"
A085-opening,A085,我是连精神力也测不出的低阶兽人。,data/articles/0085-三花猫和黑狼.txt,开头钩子,校园|奇幻/异种|开头钩子|人设亮相,1,5,"因为口吃被别人称作「小结巴」。
考进帝国第一军校这天，我听见有人问陆承：
「哎，你是不是要和那小结巴住同一个宿舍？」
只见陆承满脸烦躁，语气不耐：「我有什么办法，他老缠着我。」
「烦死了。」"
A085-intro,A085,我是连精神力也测不出的低阶兽人。,data/articles/0085-三花猫和黑狼.txt,主角亮相,校园|奇幻/异种|主角亮相|人设亮相,7,7,我想了想，这一路上，确实麻烦他很多。
A085-dialogue,A085,我是连精神力也测不出的低阶兽人。,data/articles/0085-三花猫和黑狼.txt,高张力对白,校园|奇幻/异种|高张力对白,1,1,因为口吃被别人称作「小结巴」。
A085-ending,A085,我是连精神力也测不出的低阶兽人。,data/articles/0085-三花猫和黑狼.txt,结尾余韵,校园|奇幻/异种|结尾余韵,794,796,"室内归于安静。
只余一大一小身影平稳和谐的呼吸声。
－完－"
A086-opening,A086,我骄纵惯了，每一次拿和离威胁，郎砚都会退一步。,data/articles/0086-急雨潮潮.txt,开头钩子,古言/宫廷|重逢修罗场|危机压身|开头钩子|关系破裂|人设亮相,1,5,"闹得最凶的那年，我撕了他外放江洲的文书，只为他能年年岁岁陪我过生辰。
他都忍了。
我以为他会永远为我退让。
直到他死在悄悄奔赴江洲的路上，看到他遗落的一封封给病重青梅问安的书信。
最后一封写着：「我与她和离之日，便是见你之时。」"
A086-intro,A086,我骄纵惯了，每一次拿和离威胁，郎砚都会退一步。,data/articles/0086-急雨潮潮.txt,主角亮相,古言/宫廷|重逢修罗场|危机压身|主角亮相|人设亮相,3,3,我以为他会永远为我退让。
A086-dialogue,A086,我骄纵惯了，每一次拿和离威胁，郎砚都会退一步。,data/articles/0086-急雨潮潮.txt,高张力对白,古言/宫廷|重逢修罗场|危机压身|高张力对白|情感拉扯,18,18,「别说她，连她那个夫君赵岩从前也没听过，不知如何就混到官家面前，升了好大的官！」
A086-ending,A086,我骄纵惯了，每一次拿和离威胁，郎砚都会退一步。,data/articles/0086-急雨潮潮.txt,结尾余韵,古言/宫廷|重逢修罗场|危机压身|结尾余韵|关系破裂|轻喜反差|人设亮相,763,765,"「请这位赵大人回家，吃顿团圆饭吧。」
我烧了那封和离书，对父亲笑道。
【全文完】"
A087-opening,A087,穿成了叛逆期男主的貌美前女友。,data/articles/0087-穿成了叛逆期男主的貌美前女友.txt,开头钩子,身份反差|开头钩子|人设亮相,1,5,"狭窄出租屋里。
我正不耐烦地催他吃快点。
少年满胳膊骷髅纹身，冷着脸：「不要吼我，道歉，和我道歉。」
我作势伸手要打：「快点吃！吃饭还要哄着！快点！」
少年下意识抖了一下，嘴里还死倔地不停念叨：「道歉！道歉！」"
A087-intro,A087,穿成了叛逆期男主的貌美前女友。,data/articles/0087-穿成了叛逆期男主的貌美前女友.txt,主角亮相,身份反差|主角亮相|人设亮相,2,2,我正不耐烦地催他吃快点。
A087-dialogue,A087,穿成了叛逆期男主的貌美前女友。,data/articles/0087-穿成了叛逆期男主的貌美前女友.txt,高张力对白,身份反差|高张力对白,5,5,少年下意识抖了一下，嘴里还死倔地不停念叨：「道歉！道歉！」
A087-ending,A087,穿成了叛逆期男主的貌美前女友。,data/articles/0087-穿成了叛逆期男主的貌美前女友.txt,结尾余韵,身份反差|结尾余韵|人设亮相,647,649,"「那也等我吃完啊。」
……
（完）"
A088-opening,A088,"我是阴沟里窥伺太阳的老鼠,校草魏临?是我最肮脏的秘密。",data/articles/0088-窥伺校草被发现后.txt,开头钩子,甜虐关系|开头钩子|轻喜反差|情感拉扯|人设亮相,1,5,"他喝醉后在联谊会?落吻了我,却又冷脸让我保持距离。
我向网友 L 哭诉这场煎熬,对方却回复:「也许他并不厌恶。」
后来我颤抖着点开 L 的主页,最新动态是一张照片。
我的睡颜,在魏临?床上。
配文:【捡到只可怜又可爱的小老鼠。】"
A088-intro,A088,"我是阴沟里窥伺太阳的老鼠,校草魏临?是我最肮脏的秘密。",data/articles/0088-窥伺校草被发现后.txt,主角亮相,甜虐关系|主角亮相|人设亮相,2,2,"我向网友 L 哭诉这场煎熬,对方却回复:「也许他并不厌恶。」"
A088-dialogue,A088,"我是阴沟里窥伺太阳的老鼠,校草魏临?是我最肮脏的秘密。",data/articles/0088-窥伺校草被发现后.txt,高张力对白,甜虐关系|高张力对白|人设亮相,87,87,「笔记借我?ū?抄一下。」
A088-ending,A088,"我是阴沟里窥伺太阳的老鼠,校草魏临?是我最肮脏的秘密。",data/articles/0088-窥伺校草被发现后.txt,结尾余韵,甜虐关系|结尾余韵|情感拉扯|人设亮相,475,477,"「咔嚓。」
清脆的快门声响起。
定格下此刻,他眼中清晰倒映出的、那个被他深深爱着的,正在注视着他的我。"
A089-opening,A089,穿成修仙文女配，我捡到一条受伤的小狗蛇。,data/articles/0089-小狗蛇寻爱记.txt,开头钩子,系统/攻略|仙侠/修仙|身份反差|开头钩子|信息外挂|人设亮相,1,5,"本着手慢无的原则，立马跟它签订了契约。
跟我的新灵宠快乐生活一年后，系统姗姗来迟：
【宿主你的任务是，祸乱天下，最后被男主一剑斩杀……】
【等等！！！宿主你怎么把男主给契约了？？】
下一秒，我的小狗蛇就无害地睁着眼睛，哼哼唧唧地将脑袋凑了过来。"
A089-intro,A089,穿成修仙文女配，我捡到一条受伤的小狗蛇。,data/articles/0089-小狗蛇寻爱记.txt,主角亮相,系统/攻略|仙侠/修仙|身份反差|主角亮相|人设亮相,10,10,我有些迷茫道：「哪里有男主？」
A089-dialogue,A089,穿成修仙文女配，我捡到一条受伤的小狗蛇。,data/articles/0089-小狗蛇寻爱记.txt,高张力对白,系统/攻略|仙侠/修仙|身份反差|高张力对白|信息外挂|人设亮相,41,41,我仍不敢置信：「系统，有没有可能是你搞错了？」
A089-ending,A089,穿成修仙文女配，我捡到一条受伤的小狗蛇。,data/articles/0089-小狗蛇寻爱记.txt,结尾余韵,系统/攻略|仙侠/修仙|身份反差|结尾余韵|情感拉扯|人设亮相,622,624,"他缠着我，一叠声地唤：
「枝枝……卿卿，我爱你。」
-全文完-"
A090-opening,A090,"暗恋沈淮叙的第三年,他抽到真心话,被问到喜欢的女生类型。",data/articles/0090-沈总，别追了.txt,开头钩子,甜虐关系|开头钩子|情感拉扯|人设亮相,1,5,"他说:「聪明的。」
我成绩好,便有人提到了我。
他捏紧酒杯,冷嗤。
「脑子被驴踢了才会喜欢她。」
我僵在门口,旋即默默转过了身。"
A090-intro,A090,"暗恋沈淮叙的第三年,他抽到真心话,被问到喜欢的女生类型。",data/articles/0090-沈总，别追了.txt,主角亮相,甜虐关系|主角亮相|人设亮相,2,2,"我成绩好,便有人提到了我。"
A090-dialogue,A090,"暗恋沈淮叙的第三年,他抽到真心话,被问到喜欢的女生类型。",data/articles/0090-沈总，别追了.txt,高张力对白,甜虐关系|高张力对白|人设亮相,65,65,「妈妈又不要我们了吗?」
A090-ending,A090,"暗恋沈淮叙的第三年,他抽到真心话,被问到喜欢的女生类型。",data/articles/0090-沈总，别追了.txt,结尾余韵,甜虐关系|结尾余韵|轻喜反差|人设亮相,716,718,"他笑着搂住我的腰,附在我耳边道。
「晚上我赔罪!」
(完)"
A091-opening,A091,我在工地扛水泥还债的时候，弹幕说我是恶毒女配。,data/articles/0091-假女主和真太阳.txt,开头钩子,系统/攻略|弹幕/评论|甜虐关系|开头钩子|情感拉扯|人设亮相,1,5,"最缺钱那年，我模仿女主苏晚晚，抢先接近男主顾之砚。
因为顾少爷实在太有钱了。
从手指头缝漏点，就够我还债付学费了。
我是个能为了钱不择手段的穷鬼。
为了博得这位冷淡小少爷的喜欢，我装了一年的清纯柔弱小白花。"
A091-intro,A091,我在工地扛水泥还债的时候，弹幕说我是恶毒女配。,data/articles/0091-假女主和真太阳.txt,主角亮相,系统/攻略|弹幕/评论|甜虐关系|主角亮相|人设亮相,4,4,我是个能为了钱不择手段的穷鬼。
A091-dialogue,A091,我在工地扛水泥还债的时候，弹幕说我是恶毒女配。,data/articles/0091-假女主和真太阳.txt,高张力对白,系统/攻略|弹幕/评论|甜虐关系|高张力对白|人设亮相,82,82,「一年多没回来了，不认识你爹我了！你们第一天出来混的？什么猫猫狗狗都敢来我面前撒野？」
A091-ending,A091,我在工地扛水泥还债的时候，弹幕说我是恶毒女配。,data/articles/0091-假女主和真太阳.txt,结尾余韵,系统/攻略|弹幕/评论|甜虐关系|结尾余韵|人设亮相,1554,1556,"「——为求前缘，为求一人」
「我为你而来」
我的太阳，终是又照耀在了我身上"
A092-opening,A092,误把 po 文当成辞职信上传后。,data/articles/0092-误把 PO 文发给老板后.txt,开头钩子,都市婚恋|开头钩子|人设亮相,1,5,"我：「交的文件看到没？」
老板：「嗯……看到了。」
我：「为什么不回复？不同意？」
他不说话了。
我气急攻心：「不说话就当你同意了，下午去办公室找你。」"
A092-intro,A092,误把 po 文当成辞职信上传后。,data/articles/0092-误把 PO 文发给老板后.txt,主角亮相,都市婚恋|主角亮相|人设亮相,1,1,我：「交的文件看到没？」
A092-dialogue,A092,误把 po 文当成辞职信上传后。,data/articles/0092-误把 PO 文发给老板后.txt,高张力对白,都市婚恋|高张力对白,15,15,「老板是不是疯了啊？」坐隔壁的同事秦青来来回回刷了好几遍手机。
A092-ending,A092,误把 po 文当成辞职信上传后。,data/articles/0092-误把 PO 文发给老板后.txt,结尾余韵,都市婚恋|结尾余韵|情感拉扯|人设亮相,1086,1088,"「唐卿，我也永远是你的。」
「我爱你。」
（完）"
A093-opening,A093,"男朋友死后,我跟我小叔的爱人在一起了。",data/articles/0093-两件遗物.txt,开头钩子,身份反差|甜虐关系|开头钩子|人设亮相,1,5,"只因他是我男友的弟弟,他们?得太像了。
而我,跟我死去的小叔也是一个模子里刻出来的。
我们彼此争吵、磨合、依靠,变成疯子。
就在我实在受不了再次寻死的时候。
他近乎歇斯底里。"
A093-intro,A093,"男朋友死后,我跟我小叔的爱人在一起了。",data/articles/0093-两件遗物.txt,主角亮相,身份反差|甜虐关系|主角亮相|人设亮相,3,3,"我们彼此争吵、磨合、依靠,变成疯子。"
A093-dialogue,A093,"男朋友死后,我跟我小叔的爱人在一起了。",data/articles/0093-两件遗物.txt,高张力对白,身份反差|甜虐关系|高张力对白|人设亮相,23,23,"「你们还记不记得当初 16 年的运动会?我那时候穿着玩偶服,把那几个好看的都抱了。」"
A093-ending,A093,"男朋友死后,我跟我小叔的爱人在一起了。",data/articles/0093-两件遗物.txt,结尾余韵,身份反差|甜虐关系|结尾余韵|人设亮相,614,616,"我夸他:「你好聪明,啵啵。」
陈抚云顺从地啄吻我, 眼神是化开的一池春水。
另一边,叶浔也被陈惊澜叼住了唇,交换绵长的呼吸和心跳。"
A094-opening,A094,我追在沈湛身后五年。,data/articles/0094-青蘅.txt,开头钩子,古言/宫廷|开头钩子|人设亮相,1,5,"女官考核那日，他以我卷上有墨点为由，判了堂妹胜出。
看着那细如针眼的墨点，二叔一家极尽嘲讽：「太傅大人对你，也不过如此。」
堂妹更是得意洋洋：「看来还是我更得沈大人的心，不过是掉了几滴眼泪，他就不舍得让我输了。」
我不敢相信，寻沈湛求证。
他专注翻阅试卷，头都没抬，语气毫不在意：「该让你长长记性，才好改了这粗心娇纵的毛病。」"
A094-intro,A094,我追在沈湛身后五年。,data/articles/0094-青蘅.txt,主角亮相,古言/宫廷|主角亮相|人设亮相,4,4,我不敢相信，寻沈湛求证。
A094-dialogue,A094,我追在沈湛身后五年。,data/articles/0094-青蘅.txt,高张力对白,古言/宫廷|高张力对白|人设亮相,57,57,「我断不会让我的女儿去那吃人的地方，谁不知陛下有断袖一癖，不近女色，青蘅嫁进宫里，后半生如何还能有指望，这不是要她的命吗？」
A094-ending,A094,我追在沈湛身后五年。,data/articles/0094-青蘅.txt,结尾余韵,古言/宫廷|结尾余韵|情感拉扯|人设亮相,402,404,"魏崤偷溜出宫，不要脸皮地黏在我的床榻上：「早点给朕生个太子吧，我想退休！」
退休？真是奇怪的言论，怎么会有人不热爱工作呢？
我还要做第一女丞相呢！"
A095-opening,A095,为了报恩，我和喜欢养蛇的江驰野订下婚约。,data/articles/0095-樱花树下.txt,开头钩子,弹幕/评论|都市婚恋|甜虐关系|开头钩子|轻喜反差|人设亮相,1,5,"在一起三年，看到那些蛇，我依旧害怕。
江驰野不管我的哭闹。
重欲的他每次都会带着蛇跟我一起亲热。
粗暴地擦过我眼?的泪，嗤笑：「娇?。」
??次我跟他说：「能不能别让蛇上床。」"
A095-intro,A095,为了报恩，我和喜欢养蛇的江驰野订下婚约。,data/articles/0095-樱花树下.txt,主角亮相,弹幕/评论|都市婚恋|甜虐关系|主角亮相|信息外挂|人设亮相,7,7,我正要去哄他时，眼前出现弹幕：
A095-dialogue,A095,为了报恩，我和喜欢养蛇的江驰野订下婚约。,data/articles/0095-樱花树下.txt,高张力对白,弹幕/评论|都市婚恋|甜虐关系|高张力对白|人设亮相,5,5,??次我跟他说：「能不能别让蛇上床。」
A095-ending,A095,为了报恩，我和喜欢养蛇的江驰野订下婚约。,data/articles/0095-樱花树下.txt,结尾余韵,弹幕/评论|都市婚恋|甜虐关系|结尾余韵|人设亮相,683,685,"「那我以后给他好好补补课。」
正在写作业的祁珩打了一个喷嚏。
周肆然捧着我的脸：「别提小崽子了，盛樱同学，晚霞这么美，我可以吻你吗？」"
A096-opening,A096,我的夫君是天底下最厉害的神医。,data/articles/0096-江州辞.txt,开头钩子,甜虐关系|开头钩子|人设亮相,1,5,"他有个最会制毒的青梅师妹。
两?你毒我解，热闹了十几年。
直到我被下了剧毒，差点没命。
醒来他边写药方边叹气：
「你别怪阿珂，她就是孩子气惯了，不是有意要害你。」"
A096-intro,A096,我的夫君是天底下最厉害的神医。,data/articles/0096-江州辞.txt,主角亮相,甜虐关系|主角亮相|轻喜反差|人设亮相,10,10,我将??递给丫头，笑了笑：「拿去煎了吧。」
A096-dialogue,A096,我的夫君是天底下最厉害的神医。,data/articles/0096-江州辞.txt,高张力对白,甜虐关系|高张力对白|信息外挂,9,9,久违的系统终于被触发：「死在男主?里才能回家，解药出错变成毒药，宿主可以选择是否服?。」
A096-ending,A096,我的夫君是天底下最厉害的神医。,data/articles/0096-江州辞.txt,结尾余韵,甜虐关系|结尾余韵|人设亮相,504,506,"过往种种，如梦一场。
我深吸口气，甩掉脑海中的一切。
阳光正好，又是崭新的一天。"
A097-opening,A097,失控,data/articles/0097-失控.txt,开头钩子,都市婚恋|开头钩子|关系破裂|人设亮相,1,5,"「姐，不要和他说了，和他离！」
「姐，不要和他说了，和他离！」
小舅子把饭碗狠狠地砸在地上。
我窝囊地求我老婆，不肯离婚。
我老婆很得意。"
A097-intro,A097,失控,data/articles/0097-失控.txt,主角亮相,都市婚恋|主角亮相|关系破裂|人设亮相,4,4,我窝囊地求我老婆，不肯离婚。
A097-dialogue,A097,失控,data/articles/0097-失控.txt,高张力对白,都市婚恋|高张力对白,1,1,「姐，不要和他说了，和他离！」
A097-ending,A097,失控,data/articles/0097-失控.txt,结尾余韵,都市婚恋|结尾余韵|人设亮相,465,467,"「您好，是赵依依女士的丈夫吗？」几个穿着西装的男人来找我。
「你们是？」我知道他们是谁，但还是问了一下。
「哦，赵依依五年前在我们保险公司买了一份意外险，受益人是她的先生，也就是您……」"
A098-opening,A098,和继兄偷尝禁果后第二天，他出车祸失忆了。,data/articles/0098-继兄失忆后我看到了弹幕.txt,开头钩子,弹幕/评论|身份反差|开头钩子|信息外挂|轻喜反差|人设亮相,1,5,"我赶到医院时，一个陌生女孩正将他抱在怀里安抚：
「宝贝乖，忘记我也没关系，给你一次重新向我表白的机会。」
我气愤不已，正打算揭穿她的谎言，却突然看到了弹幕。
【笑死，女配还傻傻地担心男主呢，其实他睡到手就腻了，谎称失忆光明正大地甩掉你。】
【就这个白切黑女主爽！从高一暗恋男主，到现在机缘巧合救下他，假扮成女朋友蓄意接近……磕死谁了我不说。】"
A098-intro,A098,和继兄偷尝禁果后第二天，他出车祸失忆了。,data/articles/0098-继兄失忆后我看到了弹幕.txt,主角亮相,弹幕/评论|身份反差|主角亮相|人设亮相,1,1,我赶到医院时，一个陌生女孩正将他抱在怀里安抚：
A098-dialogue,A098,和继兄偷尝禁果后第二天，他出车祸失忆了。,data/articles/0098-继兄失忆后我看到了弹幕.txt,高张力对白,弹幕/评论|身份反差|高张力对白|人设亮相,25,25,「难道是我记错了？那个出车祸的小帅哥嘛，要不是他女朋友路过及时叫了救护车，他也不会醒那么快。」?
A098-ending,A098,和继兄偷尝禁果后第二天，他出车祸失忆了。,data/articles/0098-继兄失忆后我看到了弹幕.txt,结尾余韵,弹幕/评论|身份反差|结尾余韵|信息外挂|人设亮相,575,577,"飞机驶离京市的下一秒, 我眼前漂浮的弹幕消失得无影无踪。
所谓的男女主和反派，从此与我的人生，再无关系。
【完】"
A099-opening,A099,哥哥的电竞队长讨厌甜妹。,data/articles/0099-非典型乖乖女.txt,开头钩子,其他|开头钩子|人设亮相,1,3,"第一次打招呼,男人凶巴巴看着我的 JK 裙:「好好说话,别撒娇。」
直到某天,意外撞?他夹着嗓子对网恋女友疯狂喊宝宝,要亲亲。
我看着微信置顶弹出的一模一样的语音,怔愣片刻,撤回了奔现邀请。"
A099-intro,A099,哥哥的电竞队长讨厌甜妹。,data/articles/0099-非典型乖乖女.txt,主角亮相,其他|主角亮相|人设亮相,3,3,"我看着微信置顶弹出的一模一样的语音,怔愣片刻,撤回了奔现邀请。"
A099-dialogue,A099,哥哥的电竞队长讨厌甜妹。,data/articles/0099-非典型乖乖女.txt,高张力对白,其他|高张力对白,11,11,"「别瞎说,这是老子亲妹!小宝,叫人。」"
A099-ending,A099,哥哥的电竞队长讨厌甜妹。,data/articles/0099-非典型乖乖女.txt,结尾余韵,其他|结尾余韵,587,589,"宋先生。
余生的路,一起走吧。
(完)"
A100-opening,A100,我及笄礼那天，醉酒被在家中寄读的穷书生破了身。,data/articles/0100-凤鸟还巢.txt,开头钩子,真假千金|古言/宫廷|重逢修罗场|开头钩子|人设亮相,1,5,"爹娘恼怒，将我草草下嫁。
只有长姐给我添了嫁妆，含泪说：「日后有什么困难就来找姐姐接济。」
人人都赞长姐心慈，说她虽是假千金，却是丞相府培养多年的真贵女。
那一年，姐姐高嫁王府，而我这个真千金，屈辱地下嫁进书生的茅草屋。
三年后，我被书生折磨出一身重病，逃回京城求长姐救济。"
A100-intro,A100,我及笄礼那天，醉酒被在家中寄读的穷书生破了身。,data/articles/0100-凤鸟还巢.txt,主角亮相,真假千金|古言/宫廷|重逢修罗场|主角亮相|人设亮相,10,10,我含恨惨死，再睁眼，竟回到了及笄礼那天。
A100-dialogue,A100,我及笄礼那天，醉酒被在家中寄读的穷书生破了身。,data/articles/0100-凤鸟还巢.txt,高张力对白,真假千金|古言/宫廷|重逢修罗场|高张力对白|人设亮相,8,8,「妹妹还不知道吗？你及笄那日喝了我递的酒，才会身热难耐，被那个书生诱拐上床。」
A100-ending,A100,我及笄礼那天，醉酒被在家中寄读的穷书生破了身。,data/articles/0100-凤鸟还巢.txt,结尾余韵,真假千金|古言/宫廷|重逢修罗场|结尾余韵,1044,1046,"这一世，错轨的人生各归其位。
明珠重耀，凤鸟还巢。
（全文完结）"
A101-opening,A101,以爱为名;北瓜,data/articles/0101-以爱为名.txt,开头钩子,都市婚恋|危机压身|甜虐关系|开头钩子|人设亮相,1,5,"我曾经被绑架。
所以对成年男性的近距离接触会不自觉感到抵触恶心。
跟程砚舟结婚三年，他从不强迫我。
他说，为了我，他什么都能忍。
我悄悄去看心理医生，花了很多时间去克服恐惧。"
A101-intro,A101,以爱为名;北瓜,data/articles/0101-以爱为名.txt,主角亮相,都市婚恋|危机压身|甜虐关系|主角亮相|人设亮相,1,1,我曾经被绑架。
A101-dialogue,A101,以爱为名;北瓜,data/articles/0101-以爱为名.txt,高张力对白,都市婚恋|危机压身|甜虐关系|高张力对白|关系破裂|人设亮相,16,16,在律师的询问声里，我平静道：「帮我拟一份离婚协议吧。」
A101-ending,A101,以爱为名;北瓜,data/articles/0101-以爱为名.txt,结尾余韵,都市婚恋|危机压身|甜虐关系|结尾余韵|人设亮相,613,615,"云海尽头出现一道彩虹，横跨整片湛蓝的天际。
机舱里响起小小的欢呼声。
我望着那道绚丽的弧光，突然意识到自己正飞向比彩虹更远的地方。"
A102-opening,A102,成为万人迷的高级助理，万人迷看我的眼神却越发奇怪疯狂起来,data/articles/0102-成为万人迷的高级助理.txt,开头钩子,甜虐关系|开头钩子|情感拉扯|人设亮相,1,5,"裴宴是个万人迷，也是我的顶头上司。
身为最强助理，我冷漠的看着他盘旋于各个男人间，为情所困，为爱所伤。
我深夜会因他的一句想哭而连夜开车去霸总的别墅接他，白天会因为他的安危而放下手头的所有工作去查询新追求者的全部信息。
各种宴会前会矜矜业业替他准备好合理的西装香水，就连他遇到痴缠的渣男们也是我亲手将人全部轰走。
可以说从日常起居到情感纠葛，几乎全部都由我善后和解决。"
A102-intro,A102,成为万人迷的高级助理，万人迷看我的眼神却越发奇怪疯狂起来,data/articles/0102-成为万人迷的高级助理.txt,主角亮相,甜虐关系|主角亮相|人设亮相,3,3,我深夜会因他的一句想哭而连夜开车去霸总的别墅接他，白天会因为他的安危而放下手头的所有工作去查询新追求者的全部信息。
A102-dialogue,A102,成为万人迷的高级助理，万人迷看我的眼神却越发奇怪疯狂起来,data/articles/0102-成为万人迷的高级助理.txt,高张力对白,甜虐关系|高张力对白|情感拉扯|人设亮相,11,11,“谢酌，你真的不喜欢我吗？”
A102-ending,A102,成为万人迷的高级助理，万人迷看我的眼神却越发奇怪疯狂起来,data/articles/0102-成为万人迷的高级助理.txt,结尾余韵,甜虐关系|结尾余韵,357,359,"自那以后，裴宴就知道，糟糕了。
少年许下的誓言就像是枷锁，牢牢地锁住了裴宴的心。
但他甘之如饴。"
A103-opening,A103,顶级厨神勇闯修仙界;归海东容,data/articles/0103-顶级厨神勇闯修仙界.txt,开头钩子,弹幕/评论|仙侠/修仙|开头钩子|信息外挂|人设亮相,1,5,"我在秘境身受重伤，偶遇两头神兽时看见了弹幕：
【真下头，明明两个男主都是妹宝的，偏偏被女配先遇?，不知道女配会契约神龙还是凤凰。】
【被?配契约的男主好惨，只能眼睁睁地看着妹宝对别人好，太虐了。】
【没关系啦，反正最后女配死了男主都会被妹宝睡服哒。】
谁说我要二选其一契约？"
A103-intro,A103,顶级厨神勇闯修仙界;归海东容,data/articles/0103-顶级厨神勇闯修仙界.txt,主角亮相,弹幕/评论|仙侠/修仙|主角亮相|信息外挂|人设亮相,1,1,我在秘境身受重伤，偶遇两头神兽时看见了弹幕：
A103-dialogue,A103,顶级厨神勇闯修仙界;归海东容,data/articles/0103-顶级厨神勇闯修仙界.txt,高张力对白,弹幕/评论|仙侠/修仙|高张力对白,26,26,「此乃小师妹感应到的灵物，宋千迢，你还不滚开！」
A103-ending,A103,顶级厨神勇闯修仙界;归海东容,data/articles/0103-顶级厨神勇闯修仙界.txt,结尾余韵,弹幕/评论|仙侠/修仙|结尾余韵|人设亮相,454,456,"所有灵力全部耗尽时，我突然抬头看到了天上的神光。
那是, 升仙之门！
于是，我背着大铁锅，成仙去了！"
A104-opening,A104,工科班里的小公主;灰猫大王,data/articles/0104-工科班里的小公主.txt,开头钩子,甜虐关系|开头钩子|情感拉扯|人设亮相,1,5,"新生开学，我和室友成为了工科班?仅有的两名女?。
室友前?秒还在对话框?和我私聊：
「宝宝，我最爱??软软的??啦，以后我们?定要团结起来，可不能被这群臭男?欺负了。」
下?秒却立马在班群?发自己的精美自拍和我的丑照。
「这是给我小远?婆看的?势舞，你们这些臭男?都不准看！」"
A104-intro,A104,工科班里的小公主;灰猫大王,data/articles/0104-工科班里的小公主.txt,主角亮相,甜虐关系|主角亮相|人设亮相,12,12,我忍不住拔??量出了声：「你好，这里是工程物理系吗？我们是来报到的。」
A104-dialogue,A104,工科班里的小公主;灰猫大王,data/articles/0104-工科班里的小公主.txt,高张力对白,甜虐关系|高张力对白|情感拉扯|人设亮相,3,3,「宝宝，我最爱??软软的??啦，以后我们?定要团结起来，可不能被这群臭男?欺负了。」
A104-ending,A104,工科班里的小公主;灰猫大王,data/articles/0104-工科班里的小公主.txt,结尾余韵,甜虐关系|结尾余韵|人设亮相,412,414,"或许只是不像他们刻板印象中的女人。
我清楚在这样的环境里，稀缺性别从来都不是优势。
我要成为的也不是桌上那盘被人挑挑拣拣的菜，而是成为上桌的人。"
A105-opening,A105,兰香掷怀;辣玉子,data/articles/0105-兰香掷怀.txt,开头钩子,其他|开头钩子|人设亮相,1,5,"我是 Po 文男主的贴身婢女。
一个色胆包天、空有美貌的恶毒炮灰。
在这个乱搞的世界里，女主吃肉，女配喝汤。
而我，连个嘴子都没吃上。
无所谓，管事嬷嬷说得对。"
A105-intro,A105,兰香掷怀;辣玉子,data/articles/0105-兰香掷怀.txt,主角亮相,其他|主角亮相|人设亮相,1,1,我是 Po 文男主的贴身婢女。
A105-dialogue,A105,兰香掷怀;辣玉子,data/articles/0105-兰香掷怀.txt,高张力对白,其他|高张力对白|人设亮相,71,71,「知道了嬷嬷，我错了，我再也不敢了……真的！对了，谁来提亲了？」
A105-ending,A105,兰香掷怀;辣玉子,data/articles/0105-兰香掷怀.txt,结尾余韵,其他|结尾余韵|人设亮相,1078,1080,"金银玉石、锦衣华袍，都只是附加品。
真正使我变得独一无二的……
是萧珏在我身上花费的时间。"
